measure,location,sex,age,cause,metric,year,val,upper,lower
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2005,106640.55548792216,111664.68027886059,101316.89144324878
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2005,5842013.439268072,6184141.709973171,5517421.800762799
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2005,4938527.978984737,5191692.30221347,4697945.554938538
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2005,1808264.9968980209,1926692.7168637805,1691952.6487890435
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2005,965223.3755214583,1036238.347261805,902113.0717290114
Deaths,North America,Male,<5 years,All causes,Number,2005,20136.00887194132,20326.84826851292,19948.565564789726
Deaths,North America,Female,<5 years,All causes,Number,2005,15716.817915319081,15882.320046853785,15558.638188520204
Deaths,North America,Male,5-19 years,All causes,Number,2005,15102.41827291984,15172.272219282966,15034.547837047752
Deaths,North America,Female,5-19 years,All causes,Number,2005,7373.230983840735,7416.1498887547905,7335.2801423352585
Deaths,North America,Male,55+ years,All causes,Number,2005,1056573.5496817688,1058824.248705331,1054197.592129821
Deaths,North America,Female,55+ years,All causes,Number,2005,1196253.6315788846,1199181.020438454,1193482.3807432896
Deaths,North America,Male,20-54 years,All causes,Number,2005,228753.58550895046,229372.53760326418,228135.9919585073
Deaths,North America,Female,20-54 years,All causes,Number,2005,126972.68950342682,127464.14271085734,126532.89517586904
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2005,172612.69883045662,194491.42580487413,151789.99668116265
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2005,146449.74347004778,162230.61369857902,131507.1706422576
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2005,51162.48727998905,54765.44657022976,47649.59594427538
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2005,31438.515683642217,33778.36090209623,28925.52356137133
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2005,571701.7678268922,601887.4151621702,542988.0787493386
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2005,475154.38819054066,495574.1236061869,456001.43702986813
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2005,236920.7648785945,253601.98112329943,221378.2670737558
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2005,137969.8929988906,151412.79074904905,125722.8472027655
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2005,2139012.459083731,2301946.0994876665,1975722.0356312266
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2005,1813114.6002729842,1924199.3588413552,1704345.1052174733
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2005,251207.02853745912,268714.5106342872,232310.51277352174
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2005,200216.68851218178,217882.3586972083,183580.06326367255
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2005,1246134.2046586787,1322051.7941100758,1177670.8514747357
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2005,1058000.799633948,1111246.7702802,1006959.5093498081
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2005,1178611.2244694512,1321622.349776534,1055165.0697062502
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2005,1206770.2903815534,1401335.4611107938,1035089.7788380022
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2005,192552.72521425548,210143.51035729705,175153.73528480798
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2005,150266.85882673605,162386.75139867584,138097.15407999375
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2005,64876.03856703975,67213.47561829143,62647.56207518464
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2005,33988.16966235448,35035.02068438421,32938.45621125309
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2005,1036389.46919513,1048466.1006483916,1025138.2859908147
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2005,949157.6397706665,957621.3111556402,940467.6815330023
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2005,461819.83419541665,468945.3093193701,455492.91417241393
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2005,229954.63890145387,235057.03415757752,224874.1775403678
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2005,91436.9564156635,100847.33330766337,82855.56531832434
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2005,69222.6171289508,75912.17133245259,63113.5758603818
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2005,45958.60270349859,46842.114315785366,45141.260014864194
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2005,23840.436694494907,24281.08039692692,23387.99206514422
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2005,3624638.7773435316,3640792.5558145503,3608835.8177429577
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2005,3983144.423725822,3996464.991057656,3970384.828030789
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2005,1097821.3854941498,1102771.6276395274,1093109.0078158583
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2005,414479.2988551831,417315.94591395406,411862.28870232566
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2006,185543.9064250824,203404.8358263047,167841.64683684704
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2006,144543.7283640739,156797.06161146058,132343.7215291553
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2006,64723.50579220259,67073.80114537287,62468.92545805628
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2006,33622.04921865338,34792.06982701622,32470.367074076927
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2006,1060535.6459044728,1072640.416625537,1049399.1343762241
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2006,969431.8576813947,979808.5795643278,959314.2066148169
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2006,465864.15028838307,472957.8356660569,459516.41558418004
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2006,230727.51454227205,236254.64596519584,225339.50793283802
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2006,1362684.6232537671,1517908.141981011,1219268.4414239018
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2006,1308077.9079919537,1445890.1000331414,1181547.101804441
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2006,317815.7250413289,337365.39642762847,299655.36570781306
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2006,302034.9172345748,318125.4075472588,287743.5097101571
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2006,3054486.732639216,3246377.9682668964,2883903.485723578
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2006,2557115.498016789,2693969.8145527956,2428151.302240899
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2006,1492459.388282863,1589958.8574892296,1406162.7439761108
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2006,968458.4539649417,1040307.3336579929,905406.6279153049
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2006,168816.53155546813,190119.25450530867,148902.24821860844
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2006,143564.24213098284,158796.59241250128,128713.48443452478
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2006,51815.68880872093,55333.9231367428,48364.69807561269
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2006,31737.06214207143,34009.10677820019,29299.618014074014
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2006,586223.1711484229,615709.0786518449,557193.9276448537
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2006,489730.8863651145,510673.6858508775,470397.0723070965
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2006,249710.3650033272,266332.9395670567,234507.48367465503
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2006,141795.21668055214,156021.7604293435,129779.66158590768
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2006,478173.7461174965,520265.5372559922,438081.6793971257
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2006,358404.74420279084,385220.5161796156,333327.6412522549
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2006,184828.29310738135,194224.31579910943,176023.83161598208
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2006,100419.11258872105,105375.6452269205,95464.81400910366
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2006,5821676.8198829675,6161494.355698299,5496541.040017356
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2006,4943643.827374366,5192788.915306338,4707772.629786385
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2006,1787657.7144972596,1910629.4851284027,1680960.8373023153
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2006,943346.3324186942,1010889.6872233632,881824.02403418
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2006,87611.72985071731,96883.98436093178,79467.12888906436
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2006,66259.95378225578,72602.79128339782,60502.203814954475
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2006,42899.05085030354,43732.22673030927,42091.91765784209
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2006,22330.690121516545,22774.87157388454,21889.558228617017
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2006,3561450.672868024,3579330.47793534,3544599.604772188
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2006,3934013.0148680154,3947647.561714043,3921048.9437142615
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2006,1028581.1232649472,1034119.5231585199,1023256.707634755
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2006,393036.88163335476,396228.0270224316,390288.3384064938
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2006,2105895.5097521464,2279192.5657535773,1939109.3275559843
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2006,1781559.8031618528,1899273.66001098,1670079.7946337946
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2006,250692.54978757593,269464.3928874013,232557.4511461176
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2006,199295.79135658863,219294.06689055267,181640.13058066752
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2006,1257819.5893238862,1334588.813290399,1184219.0848616287
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2006,1072463.3610457012,1130606.981194643,1018781.8771044486
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2006,1162151.6223394475,1293631.3396697997,1053114.309641317
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2006,1179786.7288383483,1357309.9237301876,1030635.8468538913
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2007,179735.81792560688,198044.65759990946,161574.58698990004
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2007,139880.90104939393,152625.36526386053,127333.68164207473
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2007,64834.51385528195,67304.45491094948,62412.09007175021
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2007,33281.66725153237,34457.7500428745,32035.66237702873
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2007,1087431.1825226583,1100730.1301649245,1073833.323136427
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2007,996248.8629442924,1006193.90589729,986372.2253272661
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2007,470733.2506337092,478310.7320875765,463328.2570214059
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2007,231385.9692480231,236673.9892915707,225843.05648653043
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2007,1313874.6227925885,1465206.1948089823,1176240.6341754869
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2007,1261992.1409813538,1394616.546990985,1133674.5248842917
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2007,308054.56052417855,326596.1515176278,290868.64719559974
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2007,286198.12725026574,300457.9820623083,272133.1325858956
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2007,3153186.035518241,3351004.8207081803,2977715.3558746944
Deaths,South Asia - WB,Female,55+ years,All causes,Number,2007,2646012.0144977323,2774799.0801986465,2508430.298755278
Deaths,South Asia - WB,Male,20-54 years,All causes,Number,2007,1544877.84051014,1646094.1486096415,1453089.1624542421
Deaths,South Asia - WB,Female,20-54 years,All causes,Number,2007,967301.4006042988,1030245.24349553,900644.0632465396
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2007,84463.60232179241,93043.39159647342,76676.3905421236
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2007,63888.86653740923,69800.20503295156,58528.65778923347
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2007,40523.21344393616,41304.66721797399,39761.45647004831
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2007,21290.78439946737,21730.93540052157,20881.342195315676
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2007,3565590.9599626637,3582006.9103945754,3548850.5864321934
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2007,3936618.7373465816,3951645.5399187906,3921155.541739756
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2007,986984.7364487925,992202.0604033169,981504.9278837494
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2007,381548.74378309643,384775.35088007356,378409.9395923152
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2007,161317.7593556767,182339.1946512439,141416.6963683787
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2007,137863.47502654773,152837.3379760497,123791.30744628156
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2007,54069.73753392094,57794.757792396726,50515.91899613559
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2007,32922.14241592395,35162.98735493864,30479.6951714198
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2007,590583.997445177,623186.6501481086,559805.2196122129
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2007,494471.80436307995,515542.7213379917,473514.5774216765
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2007,264166.1413122113,282121.8659823547,247970.0929932333
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2007,143070.83402752836,156985.78586384497,130262.82744164899
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2007,450071.28609216615,491365.6096305344,409249.84525011154
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2007,335784.9388601247,361323.3323720411,310379.3674645929
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2007,174026.04055599077,182398.36319285963,164600.66185124364
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2007,93535.12565129017,98497.37229050502,88540.43647118758
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2007,5905824.519740732,6241662.413028364,5573652.36557617
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2007,4979026.275685575,5216982.38288595,4747190.015049457
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2007,1776065.2070262616,1889248.5502982177,1662894.0314485612
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2007,918422.5030878872,986342.7535192526,853997.6598540047
Deaths,North America,Male,<5 years,All causes,Number,2006,20176.957265620757,20365.384577754063,19991.50849942064
Deaths,North America,Female,<5 years,All causes,Number,2006,15798.225284228445,15952.013347255843,15644.915022588408
Deaths,North America,Male,5-19 years,All causes,Number,2006,14517.050391838611,14566.73910914157,14467.769910825367
Deaths,North America,Female,5-19 years,All causes,Number,2006,6960.286579608877,6987.289331135621,6932.845708046682
Deaths,North America,Male,55+ years,All causes,Number,2006,1059252.0447704731,1061752.4323541056,1056947.103806779
Deaths,North America,Female,55+ years,All causes,Number,2006,1194107.4279717174,1196917.9297798802,1191424.7303666794
Deaths,North America,Male,20-54 years,All causes,Number,2006,228373.59559392257,229017.55786397867,227758.7964395216
Deaths,North America,Female,20-54 years,All causes,Number,2006,127194.71323334273,127648.80709892398,126757.97992559036
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2007,2067999.0292380936,2247652.1136562675,1898957.1712821873
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2007,1746780.1367267626,1868961.3778131977,1629640.5094960907
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2007,250861.12032386323,269755.00213936996,230149.70962804643
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2007,198808.78125120848,218671.43845172581,178950.22764967085
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2007,1265578.0470060513,1345615.2117796137,1193671.4898245123
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2007,1083040.8739856042,1142104.8442482324,1021148.156126729
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2007,1138135.8176310996,1256575.0634654919,1042324.0065005847
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2007,1134675.2344706052,1302036.252800113,996823.1636631504
Deaths,North America,Male,<5 years,All causes,Number,2007,20254.93499530376,20453.659740938172,20059.558738620388
Deaths,North America,Female,<5 years,All causes,Number,2007,15920.851210728295,16094.60931161274,15748.225698420832
Deaths,North America,Male,5-19 years,All causes,Number,2007,14073.879590451514,14124.799588382417,14024.296729461685
Deaths,North America,Female,5-19 years,All causes,Number,2007,6791.653891660173,6820.209771887316,6762.631725031115
Deaths,North America,Male,55+ years,All causes,Number,2007,1066480.6268824653,1068939.0146997422,1064157.6952076533
Deaths,North America,Female,55+ years,All causes,Number,2007,1194529.02779619,1197564.7163295741,1191663.2613964276
Deaths,North America,Male,20-54 years,All causes,Number,2007,225513.11682096537,226116.89933773663,224932.6235383182
Deaths,North America,Female,20-54 years,All causes,Number,2007,126427.33760473537,126914.44883258593,125966.78244510111
Deaths,Europe & Central Asia - WB,Male,<5 years,All causes,Number,2008,81137.22551980337,89220.11084324699,73777.84564148143
Deaths,Europe & Central Asia - WB,Female,<5 years,All causes,Number,2008,61482.740349955406,66982.34394153037,56434.50501001025
Deaths,Europe & Central Asia - WB,Male,5-19 years,All causes,Number,2008,37685.19978033042,38404.07289367317,37005.79453001414
Deaths,Europe & Central Asia - WB,Female,5-19 years,All causes,Number,2008,19949.062795544058,20326.8562545651,19578.514284458666
Deaths,Europe & Central Asia - WB,Male,55+ years,All causes,Number,2008,3604565.36085452,3621730.318423496,3589130.981029394
Deaths,Europe & Central Asia - WB,Female,55+ years,All causes,Number,2008,3971249.9010802764,3986582.3591138534,3955760.0571218985
Deaths,Europe & Central Asia - WB,Male,20-54 years,All causes,Number,2008,961335.5737424395,966315.3265560763,956755.9022507182
Deaths,Europe & Central Asia - WB,Female,20-54 years,All causes,Number,2008,375815.8971168523,378689.99817701854,372984.4210602467
Deaths,Middle East & North Africa - WB,Male,<5 years,All causes,Number,2008,155966.8536815323,178068.89566020356,136505.81017373307
Deaths,Middle East & North Africa - WB,Female,<5 years,All causes,Number,2008,132025.645507917,148071.15549009794,117754.41784714491
Deaths,Middle East & North Africa - WB,Male,5-19 years,All causes,Number,2008,50384.521515233246,53981.64676717854,46996.895908285216
Deaths,Middle East & North Africa - WB,Female,5-19 years,All causes,Number,2008,30112.53133640743,32415.153389020867,27782.229697279075
Deaths,Middle East & North Africa - WB,Male,55+ years,All causes,Number,2008,607657.2972350398,640594.275499103,576903.4286628035
Deaths,Middle East & North Africa - WB,Female,55+ years,All causes,Number,2008,508114.151604612,530012.4926096664,487019.1494065239
Deaths,Middle East & North Africa - WB,Male,20-54 years,All causes,Number,2008,263029.04703083617,280653.6388593526,247170.63694201485
Deaths,Middle East & North Africa - WB,Female,20-54 years,All causes,Number,2008,143878.34422523587,158107.60872388017,131021.19571688618
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2008,434123.3585836364,473995.68320090475,394300.4373934856
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2008,324316.3907037378,348863.3769317773,298425.34951800917
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2008,196924.23046258368,205970.79379219114,188121.69860622173
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2008,108660.26806334552,113951.3107879073,103861.89344635466
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2008,6116946.049263488,6459787.644714156,5769094.919926371
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2008,5098775.756479428,5333797.134294985,4865473.130011778
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2008,1849422.3108423688,1964315.9124034639,1728628.406374957
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2008,935493.0229071499,996159.5779080949,876441.2244474373
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2008,2027246.8433352597,2215847.397680893,1852859.633518967
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2008,1709610.886022515,1839710.8996266415,1583707.302490563
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2008,251710.30154719023,272382.51389584184,230530.3018297147
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2008,198650.56922683577,218561.76589998492,179380.05685657982
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2008,1275651.791772411,1357487.055518577,1197367.584937888
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2008,1095339.5087644835,1153468.0433278442,1032144.1406984811
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2008,1116213.2609778352,1228538.6812703211,1026474.2311081844
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2008,1088516.3188395633,1240071.4772055089,974686.3058254856
Deaths,East Asia & Pacific - WB,Male,<5 years,All causes,Number,2009,404478.9395870869,445827.0976503449,366730.09135783353
Deaths,East Asia & Pacific - WB,Female,<5 years,All causes,Number,2009,300044.40631910873,325404.2656030227,276082.5154490373
Deaths,East Asia & Pacific - WB,Male,5-19 years,All causes,Number,2009,162773.18732018155,170896.55248939103,154080.70082611445
Deaths,East Asia & Pacific - WB,Female,5-19 years,All causes,Number,2009,87744.4116257646,92842.22986165404,83177.89129917159
Deaths,East Asia & Pacific - WB,Male,55+ years,All causes,Number,2009,6305018.755107488,6676073.240469519,5945594.098428922
Deaths,East Asia & Pacific - WB,Female,55+ years,All causes,Number,2009,5196666.108656105,5465124.074165861,4951903.508447647
Deaths,East Asia & Pacific - WB,Male,20-54 years,All causes,Number,2009,1761314.313450395,1874651.8122747901,1643894.0377469354
Deaths,East Asia & Pacific - WB,Female,20-54 years,All causes,Number,2009,878871.4364450112,946389.6442950121,817522.1417193372
Deaths,North America,Male,<5 years,All causes,Number,2009,18484.590793611216,18669.828887620166,18301.36335431968
Deaths,North America,Female,<5 years,All causes,Number,2009,14571.303811311265,14712.647172717612,14430.636693088263
Deaths,North America,Male,5-19 years,All causes,Number,2009,12452.53873051558,12495.821275181715,12408.103308346375
Deaths,North America,Female,5-19 years,All causes,Number,2009,6179.764924214078,6203.444707089407,6156.704899792505
Deaths,North America,Male,55+ years,All causes,Number,2009,1093513.365850847,1096101.5791479535,1091006.7411406126
Deaths,North America,Female,55+ years,All causes,Number,2009,1206039.1980548073,1208837.2636587038,1203245.404950504
Deaths,North America,Male,20-54 years,All causes,Number,2009,219106.2697936068,219717.52232166627,218505.45505052697
Deaths,North America,Female,20-54 years,All causes,Number,2009,127064.39050661062,127517.47541960022,126605.5690812196
Deaths,Sub-Saharan Africa - WB,Male,<5 years,All causes,Number,2009,1988922.9399555891,2182201.284775203,1804121.1867886963
Deaths,Sub-Saharan Africa - WB,Female,<5 years,All causes,Number,2009,1674858.398279499,1812229.020102979,1544017.6731278792
Deaths,Sub-Saharan Africa - WB,Male,5-19 years,All causes,Number,2009,253312.75644689027,273856.50219550723,231870.68445679563
Deaths,Sub-Saharan Africa - WB,Female,5-19 years,All causes,Number,2009,199024.32220402715,220617.38432856396,178936.38420295197
Deaths,Sub-Saharan Africa - WB,Male,55+ years,All causes,Number,2009,1289112.9492119735,1371174.1952282416,1213445.8500648788
Deaths,Sub-Saharan Africa - WB,Female,55+ years,All causes,Number,2009,1110117.5812802806,1173029.9209980695,1043504.1678522713
Deaths,Sub-Saharan Africa - WB,Male,20-54 years,All causes,Number,2009,1099905.2511667558,1211455.418673107,1016363.3219012982
Deaths,Sub-Saharan Africa - WB,Female,20-54 years,All causes,Number,2009,1049097.3181096497,1192938.2440061206,945372.1421659263
Deaths,North America,Male,<5 years,All causes,Number,2008,19566.822227436107,19761.399003034214,19380.306475102436
Deaths,North America,Female,<5 years,All causes,Number,2008,15412.336198421272,15569.505555427846,15254.115368116398
Deaths,North America,Male,5-19 years,All causes,Number,2008,13230.79140132256,13276.364026827934,13183.019533640123
Deaths,North America,Female,5-19 years,All causes,Number,2008,6441.314757267297,6465.6809672173085,6417.740040380878
Deaths,North America,Male,55+ years,All causes,Number,2008,1085067.8711644672,1087454.9810725504,1082639.1589400414
Deaths,North America,Female,55+ years,All causes,Number,2008,1204977.238393734,1207931.8193340993,1202017.2924159474
Deaths,North America,Male,20-54 years,All causes,Number,2008,222484.26110956792,223076.57336771034,221872.47147621345
Deaths,North America,Female,20-54 years,All causes,Number,2008,126489.65606278914,126976.82139678833,126018.41119122152
Deaths,Latin America & Caribbean - WB,Male,<5 years,All causes,Number,2009,168513.44273170538,187750.6197288388,150224.23772708746
Deaths,Latin America & Caribbean - WB,Female,<5 years,All causes,Number,2009,131040.48908544997,143704.88191229288,118426.04981407837
Deaths,Latin America & Caribbean - WB,Male,5-19 years,All causes,Number,2009,65785.37314723687,68280.78364926673,63213.64656551868
Deaths,Latin America & Caribbean - WB,Female,5-19 years,All causes,Number,2009,33332.13483791638,34612.3744185829,32045.044052198922
Deaths,Latin America & Caribbean - WB,Male,55+ years,All causes,Number,2009,1168609.5107282987,1183627.7581358696,1154544.6169424886
Deaths,Latin America & Caribbean - WB,Female,55+ years,All causes,Number,2009,1068245.7323732788,1078346.1597187843,1057534.9951198117
Deaths,Latin America & Caribbean - WB,Male,20-54 years,All causes,Number,2009,495754.137341793,503797.6317295765,488316.19609508425
Deaths,Latin America & Caribbean - WB,Female,20-54 years,All causes,Number,2009,243591.86126071672,249184.84860919672,238078.0635003883
Deaths,South Asia - WB,Male,<5 years,All causes,Number,2009,1221300.1356321818,1363644.2742236513,1093925.4247510089
Deaths,South Asia - WB,Female,<5 years,All causes,Number,2009,1174439.1740981399,1301467.263359963,1059911.5177594828
Deaths,South Asia - WB,Male,5-19 years,All causes,Number,2009,297419.8719506439,314146.4824080421,280733.47957609704
Deaths,South Asia - WB,Female,5-19 years,All causes,Number,2009,265801.70968188404,278870.6759211003,253093.81482312395
Deaths,South Asia - WB,Male,55+ years,All causes,Number,2009,3275227.217241483,3473777.7900571767,3070767.652009583
